time_bin,label,Unnamed: 0,current_popularity,datetime,time,temp,humidity,rain_1h,wind_speed,wind_deg,press,source,day_name,hour
2020-04-19 14:50:00,0.0,1532.0,93.0,2020-04-19 15:03:00,2020-04-19 15:00:00,53.06,50.0,0.0,31.7,230.0,1013.1,mt,Sunday,14
2020-04-20 08:50:00,0.0,1586.0,22.0,2020-04-20 08:59:00,2020-04-20 09:00:00,53.96,57.0,0.0,18.4,340.0,1004.9,mt,Monday,8
2020-04-21 07:20:00,1.0,1667.0,11.0,2020-04-21 07:21:00,,44.46581347886354,91.89645552303934,-4.1217127158239385e-09,19.911415279710077,206.48570587478474,1005.4800773097228,mt,Tuesday,7
2020-04-21 07:20:00,1.0,1668.0,12.0,2020-04-21 07:32:00,,44.46581347886354,91.89645552303934,-4.1217127158239385e-09,19.911415279710077,206.48570587478474,1005.4800773097228,mt,Tuesday,7
2020-04-21 08:20:00,0.0,1673.0,17.0,2020-04-21 08:22:00,,44.96363763523304,87.21762932584528,2.4023102193319533e-08,22.31115771549951,194.87179279666577,1005.0015491620717,mt,Tuesday,8
2020-04-21 08:20:00,0.0,1674.0,18.0,2020-04-21 08:32:00,,44.96363763523304,87.21762932584528,2.4023102193319533e-08,22.31115771549951,194.87179279666577,1005.0015491620717,mt,Tuesday,8
2020-04-20 18:20:00,0.0,1642.0,32.0,2020-04-20 18:21:00,,53.54962920218096,39.245175870431325,4.601610965768415e-19,18.379351968781414,-6.331311851617401,1003.0623109111723,mt,Monday,18
2020-04-20 18:20:00,0.0,1643.0,30.0,2020-04-20 18:31:00,,53.54962920218096,39.245175870431325,4.601610965768415e-19,18.379351968781414,-6.331311851617401,1003.0623109111723,mt,Monday,18
2020-04-21 13:20:00,0.0,1703.0,20.0,2020-04-21 13:23:00,,52.21896146625069,88.94315499846985,-0.00016157938178058964,36.20426401310024,186.971633987296,1002.2523855841986,mt,Tuesday,13
2020-04-21 13:20:00,0.0,1704.0,20.0,2020-04-21 13:33:00,,52.21896146625069,88.94315499846985,-0.00016157938178058964,36.20426401310024,186.971633987296,1002.2523855841986,mt,Tuesday,13
2020-04-20 13:50:00,2.0,1615.0,27.0,2020-04-20 13:50:00,2020-04-20 14:00:00,51.98,57.0,0.0,25.9,20.0,1004.6,mt,Monday,13
2020-04-20 13:50:00,2.0,1616.0,31.0,2020-04-20 14:00:00,2020-04-20 14:00:00,51.98,57.0,0.0,25.9,20.0,1004.6,mt,Monday,13
2020-04-20 10:50:00,2.0,1598.0,21.0,2020-04-20 10:59:00,2020-04-20 11:00:00,51.98,63.0,0.0,16.6,10.0,1005.2,mt,Monday,10
2020-04-21 07:20:00,2.0,1667.0,11.0,2020-04-21 07:21:00,,44.46581347886354,91.89645552303934,-4.1217127158239385e-09,19.911415279710077,206.48570587478474,1005.4800773097228,mt,Tuesday,7
2020-04-21 07:20:00,2.0,1668.0,12.0,2020-04-21 07:32:00,,44.46581347886354,91.89645552303934,-4.1217127158239385e-09,19.911415279710077,206.48570587478474,1005.4800773097228,mt,Tuesday,7
2020-04-20 13:20:00,1.0,1613.0,24.0,2020-04-20 13:29:00,,51.513034058792975,61.4162823987301,-6.841527010832495e-23,24.911539349231823,216.97117260811547,1004.7222162001348,mt,Monday,13
2020-04-19 08:20:00,0.0,1492.0,14.0,2020-04-19 08:22:00,,37.79089719184519,69.81379003555922,-2.3954847706674804e-14,16.778682712737695,249.171018311738,1014.2873971207176,mt,Sunday,8
2020-04-19 08:20:00,0.0,1493.0,14.0,2020-04-19 08:32:00,,37.79089719184519,69.81379003555922,-2.3954847706674804e-14,16.778682712737695,249.171018311738,1014.2873971207176,mt,Sunday,8
2020-04-19 13:50:00,2.0,1525.0,82.0,2020-04-19 13:53:00,2020-04-19 14:00:00,48.92,59.0,0.0,33.5,240.0,1014.0,mt,Sunday,13
2020-04-19 13:50:00,2.0,1526.0,77.0,2020-04-19 14:03:00,2020-04-19 14:00:00,48.92,59.0,0.0,33.5,240.0,1014.0,mt,Sunday,13
2020-04-21 10:50:00,0.0,1688.0,25.0,2020-04-21 10:52:00,2020-04-21 11:00:00,46.94,97.0,0.0,22.3,180.0,1004.2,mt,Tuesday,10
2020-04-21 10:50:00,0.0,1689.0,28.0,2020-04-21 11:02:00,2020-04-21 11:00:00,46.94,97.0,0.0,22.3,180.0,1004.2,mt,Tuesday,10
2020-04-20 12:50:00,1.0,1610.0,26.0,2020-04-20 12:59:00,2020-04-20 13:00:00,51.08,65.0,0.0,22.3,360.0,1005.0,mt,Monday,12
